budget,id,original_language,popularity,release_date,revenue,title,vote_average,vote_count,budget_over_rating
0,34651,en,3.952323,1950-09-15,0.0,devil's_doorway,5.9,9.0,0.0
0,29060,en,0.95262,1963-03-06,0.0,diary_of_a_madman,5.4,9.0,0.0
0,50571,zh,1.426625,1985-05-17,0.0,disciples_of_the_36th_chamber,6.4,14.0,0.0
0,17925,fr,0.634579,2007-09-07,0.0,disengagement,7.5,2.0,0.0
0,44131,en,0.319682,2000-12-31,0.0,the_beaver_trilogy,8.6,4.0,0.0
0,136525,en,0.471484,1945-08-18,0.0,divorce,4.0,1.0,0.0
0,68340,en,0.515824,1957-03-26,0.0,doctor_at_large,6.2,9.0,0.0
0,68337,en,1.381238,1963-07-30,0.0,doctor_in_distress,6.6,6.0,0.0
0,68242,en,0.685924,1954-03-23,0.0,doctor_in_the_house,6.2,10.0,0.0
0,89059,en,0.223252,1926-08-06,0.0,don_juan,5.0,1.0,0.0
0,237796,es,0.607746,1998-04-28,0.0,don_juan,5.9,4.0,0.0
0,40102,en,1.242731,1980-02-29,0.0,don't_answer_the_phone!,4.4,10.0,0.0
0,143092,de,1.087132,1959-07-03,0.0,don't_give_up_the_ship,6.1,4.0,0.0
0,109441,en,0.365957,1957-12-14,0.0,don't_go_near_the_water,6.0,2.0,0.0
300000,84742,en,2.136647,2012-11-15,0.0,donner_pass,4.3,28.0,0.0
0,88107,en,1.678869,1992-02-14,0.0,double_trouble,5.1,7.0,0.0
0,180607,en,1.856812,2011-01-06,0.0,down_the_shore,5.9,10.0,0.0
0,164073,en,0.253556,1949-02-15,0.0,down_to_the_sea_in_ships,7.4,5.0,0.0
0,19273,en,1.879745,2009-04-08,0.0,dr._dolittle:_million_dollar_mutts,5.5,12.0,0.0
0,27996,en,2.021759,2008-03-04,0.0,dr._dolittle:_tail_to_the_chief,5.0,36.0,0.0
0,183190,en,0.639048,1942-11-01,0.0,dr._gillespie's_new_assistant,6.0,1.0,0.0
0,35801,en,0.911584,2008-05-17,0.0,dr._jekyll_and_mr._hyde,4.2,7.0,0.0
0,235679,en,0.633664,1935-10-18,0.0,dr._socrates,0.0,0.0,0.0
0,10473,en,8.319796,2000-08-08,0.0,dragonheart:_a_new_beginning,5.5,70.0,0.0
0,34652,en,0.981332,1954-03-10,0.0,drive_a_crooked_road,4.1,4.0,0.0
0,46302,en,1.777051,2007-05-29,0.0,drive_thru,5.0,31.0,0.0
0,21791,en,5.960148,2005-03-12,0.0,drop_dead_sexy,4.5,15.0,0.0
0,66018,cn,0.450367,1994-07-02,0.0,drunken_master_iii,5.0,3.0,0.0
0,120785,en,0.823662,1949-10-08,0.0,easy_living,0.0,0.0,0.0
0,43343,en,0.328907,1953-12-25,0.0,easy_to_love,6.0,1.0,0.0
0,72892,ru,1.410027,1979-05-19,0.0,air_crew,5.8,8.0,0.0
0,94201,en,1.148948,1970-06-19,0.0,el_condor,5.5,8.0,0.0
3000000,102629,en,3.9752,2012-05-10,0.0,el_gringo,5.1,44.0,0.0
0,58058,fr,1.375176,1995-02-01,0.0,elisa,6.2,15.0,0.0
0,140814,en,0.338447,2012-05-04,0.0,elliot_loves,3.0,2.0,0.0
0,19554,en,2.644962,2007-03-10,0.0,elvis_and_anabelle,7.1,23.0,0.0
11500000,37641,en,1.806785,2004-08-27,0.0,elvis_has_left_the_building,5.8,11.0,0.0
0,45120,en,0.721504,1997-08-12,0.0,elvis_meets_nixon,6.6,4.0,0.0
0,33111,en,0.19741,1948-12-25,0.0,enchantment,6.0,2.0,0.0
0,133831,en,1.286525,2003-11-13,0.0,endangered_species,5.5,4.0,0.0
0,63273,en,1.251192,2010-01-01,0.0,endure,7.0,2.0,0.0
0,22124,zh,1.344123,1977-01-01,0.0,executioners_from_shaolin,7.5,9.0,0.0
0,161422,en,0.706615,1985-10-01,0.0,the_orkly_kid,6.5,2.0,0.0
1390000,121250,en,1.858785,1958-11-16,0.0,home_before_dark,8.0,3.0,0.0
0,116385,en,0.468404,1960-11-10,0.0,let_no_man_write_my_epitaph,10.0,1.0,0.0
1875600,81182,en,1.205248,2011-12-11,0.0,lost_christmas,6.3,10.0,0.0
0,121992,en,0.773808,1940-12-19,0.0,michael_shayne:_private_detective,6.3,4.0,0.0
0,6110,en,0.490485,2001-04-22,0.0,murder_on_the_orient_express,5.9,5.0,0.0
0,96433,en,0.124022,1950-06-25,0.0,my_friend_irma_goes_west,6.3,3.0,0.0
5000000,238589,en,10.349323,2013-12-04,0.0,enemies_closer,5.1,66.0,0.0
0,171594,en,0.008978,1944-11-24,0.0,enter_arsene_lupin,0.0,0.0,0.0
1000000,76815,en,1.761457,2011-01-01,0.0,barely_legal,3.7,23.0,0.0
0,71316,en,0.330319,1986-11-26,0.0,nutcracker:_the_motion_picture,6.0,4.0,0.0
0,155130,en,0.03703,1961-01-01,0.0,the_forgotten_faces,5.0,1.0,0.0
0,238185,en,1.197497,2013-11-25,0.0,russell_brand:_messiah_complex,7.2,18.0,0.0
0,31462,en,1.280358,1985-04-19,0.0,moving_violations,5.7,16.0,0.0
0,167935,es,0.300224,2013-05-10,0.0,so_much_water,7.8,4.0,0.0
0,78327,en,0.077934,1932-06-16,0.0,the_dark_horse,8.0,1.0,0.0
0,81110,en,0.2197,1933-05-06,0.0,the_eagle_and_the_hawk,4.2,6.0,0.0
0,211247,ko,1.604893,2013-11-21,0.0,the_fake,6.7,10.0,0.0
0,27446,en,0.659496,1958-10-01,0.0,the_fearmakers,6.0,2.0,0.0
500000,134355,en,0.544916,1957-06-20,0.0,the_happy_road,0.0,0.0,0.0
0,111750,en,1.087102,1939-09-29,0.0,the_real_glory,4.8,3.0,0.0
0,81038,en,0.109829,1932-04-08,0.0,this_is_the_night,3.7,3.0,0.0
0,146946,en,1.231331,2011-11-01,0.0,yellow_rock,4.6,5.0,0.0
79000,219343,kn,0.449582,2013-10-19,170000.0,lucia,6.8,10.0,0.0
0,38636,en,0.286328,1999-01-01,0.0,dancing_outlaw_ii:_jesco_goes_to_hollywood,4.3,2.0,0.0
340000,254582,fr,0.601191,2010-10-24,0.0,oppressed_majority,5.5,4.0,0.0
0,163068,en,0.182885,1969-01-01,0.0,"t,o,u,c,h,i,n,g",7.2,5.0,0.0
0,49467,pl,0.036472,1960-01-01,0.0,little_hamlet,5.0,1.0,0.0
0,25518,fr,2.010173,1996-09-18,0.0,la_belle_verte,7.5,32.0,0.0
132000000,270946,en,22.201607,2014-11-22,373552094.0,penguins_of_madagascar,6.5,1375.0,0.0
0,238222,en,1.331378,2013-11-19,0.0,bill_bailey:_qualmpeddler,7.3,5.0,0.0
0,75364,fr,0.405958,2010-01-20,0.0,ivul,4.3,3.0,0.0
0,267355,en,0.049412,2014-04-28,0.0,hotline,8.0,1.0,0.0
0,299618,en,4.149553,2014-11-05,0.0,fugly!,4.9,5.0,0.0
9000000,253331,en,10.763583,2014-09-06,21571189.0,black_or_white,6.5,119.0,0.0
0,268386,en,0.495744,2014-01-09,0.0,ragamuffin,7.2,5.0,0.0
0,296136,en,0.41351,1960-01-01,0.0,oko_wykol,4.5,4.0,0.0
0,252178,en,7.08055,2014-10-10,1625847.0,'71,6.7,414.0,0.0
0,259610,en,0.121762,2014-03-15,0.0,bastards,5.0,1.0,0.0
22500000,256917,en,9.615664,2014-12-25,15520023.0,the_water_diviner,6.8,439.0,0.0
0,39849,en,0.00353,2008-01-01,0.0,enlighten_up!,0.0,0.0,0.0
0,173912,en,0.7654,2013-04-10,0.0,just_a_sigh,6.6,10.0,0.0
0,75491,fr,2.941289,2011-05-31,0.0,the_rabbi's_cat,6.7,51.0,0.0
0,278086,en,3.031063,2014-08-01,0.0,altman,6.4,10.0,0.0
5000000,284293,en,8.823253,2014-12-05,43884652.0,still_alice,7.5,1126.0,0.0
0,40192,en,0.900575,2005-02-23,0.0,je_préfère_qu'on_reste_amis,5.8,8.0,0.0
0,300441,en,9.565376,2014-11-29,0.0,grumpy_cat's_worst_christmas_ever,5.3,27.0,0.0
55000000,116149,en,15.686837,2014-11-27,259207227.0,paddington,7.0,899.0,0.0
0,204965,de,0.425095,2013-07-24,0.0,drei_stunden,7.5,2.0,0.0
0,135714,en,0.085592,2011-10-16,0.0,redemption:_for_robbing_the_dead,0.0,0.0,0.0
0,203834,en,6.757875,2014-08-29,0.0,jessabelle,5.1,265.0,0.0
61000000,294254,en,41.225769,2015-09-09,311256926.0,maze_runner:_the_scorch_trials,6.5,3148.0,0.0
0,159100,en,2.042703,2013-01-19,0.0,kink,5.5,17.0,0.0
3000000,302496,en,0.708378,2014-11-25,0.0,beautiful_girl,3.2,3.0,0.0
0,147778,en,2.792369,2014-10-17,0.0,showrunners:_the_art_of_running_a_tv_show,6.2,29.0,0.0
0,99922,en,0.078026,1931-04-04,0.0,dirigible,0.0,1.0,0.0
0,28526,sv,0.413281,1919-09-18,0.0,sir_arne's_treasure,6.7,3.0,0.0
0,89280,en,1.04103,2001-11-16,0.0,my_brother_tom,7.3,9.0,0.0
0,193411,en,0.244609,1900-03-09,0.0,the_kiss,4.5,7.0,0.0
0,93114,xx,0.213612,1996-01-01,0.0,quest,6.7,3.0,0.0
0,284995,en,4.934518,2014-08-19,0.0,scooby-doo!_frankencreepy,6.7,13.0,0.0
0,307087,en,0.055054,2016-05-17,0.0,the_ghost_and_the_whale,0.0,0.0,0.0
0,150338,en,0.088856,1969-02-17,0.0,pendulum,0.0,0.0,0.0
0,212843,en,0.850629,2014-06-06,0.0,burt's_buzz,6.6,10.0,0.0
0,79218,en,7.009931,2011-11-24,0.0,ice_age:_a_mammoth_christmas,6.0,171.0,0.0
0,105770,en,0.315143,1997-04-01,0.0,the_bloody_olive,7.3,6.0,0.0
0,169860,en,0.527949,2013-06-07,0.0,hey_bartender,5.3,4.0,0.0
0,306650,en,5.557227,2014-11-12,0.0,kajaki,6.3,93.0,0.0
0,35856,en,0.746956,2009-04-27,0.0,a_matter_of_size,6.4,5.0,0.0
0,265449,en,1.543681,2014-10-17,0.0,summer_of_blood,4.9,11.0,0.0
0,92459,en,0.300469,1946-11-04,0.0,appointment_with_crime,6.3,3.0,0.0
0,137357,en,1.199812,1947-01-07,0.0,hungry_hill,4.0,2.0,0.0
0,100257,en,0.482475,1948-10-26,0.0,quartet,6.8,3.0,0.0
0,43450,en,0.485636,1948-11-29,0.0,scott_of_the_antarctic,7.7,6.0,0.0
0,157283,en,0.741268,1949-10-12,0.0,christopher_columbus,6.0,2.0,0.0
0,80031,en,0.216391,1950-10-01,0.0,the_magnet,5.0,5.0,0.0
0,181876,en,0.567483,1951-01-30,0.0,blackmailed,0.0,0.0,0.0
0,27917,en,1.327401,1951-02-20,0.0,pool_of_london,7.0,3.0,0.0
0,69784,en,0.589217,1951-10-18,0.0,anne_of_the_indies,7.1,6.0,0.0
0,123432,en,0.364137,1952-01-06,0.0,the_lady_says_no,6.0,2.0,0.0
0,27884,en,0.786528,1952-05-26,0.0,the_story_of_robin_hood_and_his_merrie_men,5.0,3.0,0.0
0,64851,en,0.444989,1953-07-23,0.0,the_sword_and_the_rose,7.0,1.0,0.0
0,28909,en,1.136868,1955-03-29,0.0,above_us_the_waves,5.4,12.0,0.0
0,68339,en,0.515608,1955-01-01,0.0,doctor_at_sea,5.8,5.0,0.0
0,252721,en,0.161402,1955-12-13,0.0,an_alligator_named_daisy,0.0,0.0,0.0
0,40953,en,0.619332,1957-01-07,0.0,the_iron_petticoat,3.0,1.0,0.0
0,191186,en,0.224308,1957-05-02,0.0,the_living_idol,0.0,0.0,0.0
0,27261,en,0.91468,1958-07-25,0.0,orders_to_kill,5.0,1.0,0.0
0,185546,en,0.982495,1959-11-02,0.0,upstairs_and_downstairs,6.0,3.0,0.0
0,171075,en,0.530474,1962-03-31,0.0,crooks_anonymous,7.4,7.0,0.0
0,82966,fr,0.125803,1967-06-07,0.0,two_weeks_in_september,7.0,1.0,0.0
0,118337,en,1.171242,1969-12-01,0.0,zeta_one,4.3,9.0,0.0
0,244458,en,9.104429,2014-01-19,0.0,the_voices,6.2,578.0,0.0
0,20886,ru,1.609025,1964-10-07,0.0,"welcome,_or_no_trespassing",7.5,17.0,0.0
0,185057,en,0.142357,1965-01-01,0.0,adventures_of_a_dentist,7.0,4.0,0.0
0,67869,en,0.706966,1970-06-06,0.0,"sport,_sport,_sport",5.7,3.0,0.0
0,139169,ru,0.317334,1981-10-07,0.0,farewell,6.0,4.0,0.0
0,131194,en,0.526379,1979-11-23,0.0,eagle's_wing,5.0,5.0,0.0
0,230836,en,0.360916,2013-06-20,0.0,levitated_mass,8.3,2.0,0.0
0,139380,en,0.619534,2012-11-21,0.0,nativity_2:_danger_in_the_manger!,5.2,16.0,0.0
0,41272,es,0.167899,2010-06-23,0.0,the_puzzle,7.0,2.0,0.0
0,84154,en,0.582617,2011-11-19,0.0,donald_glover:_weirdo,6.9,15.0,0.0
0,276922,en,3.821899,2014-07-25,0.0,come_back_to_me,5.6,52.0,0.0
0,303742,en,1.43617,2014-11-15,0.0,trailer_park_boys:_live_at_the_north_pole,7.6,8.0,0.0
0,257296,ko,0.821182,2009-11-26,0.0,the_righteous_thief,5.4,5.0,0.0
1300000,136476,pt,1.334551,2011-01-01,0.0,state_of_emergency,4.4,28.0,0.0
0,257442,en,0.879915,2014-03-28,0.0,almost_married,5.3,8.0,0.0
0,96846,en,0.078509,1966-11-13,0.0,the_swinger,6.0,1.0,0.0
0,240820,en,6.607246,2013-12-01,0.0,christmas_in_conway,5.4,10.0,0.0
0,289416,en,4.550875,2014-10-28,0.0,grace,4.8,62.0,0.0
0,99879,fr,0.199527,2012-02-10,0.0,winter_nomads,8.0,3.0,0.0
0,70966,ru,0.10673,1986-06-06,0.0,courier,8.1,15.0,0.0
0,20077,en,8.393194,2005-10-18,0.0,batman_vs_dracula,6.5,58.0,0.0
0,171308,en,0.869219,1973-01-29,0.0,baffled!,3.0,1.0,0.0
0,86236,en,0.034545,1973-09-18,0.0,dying_room_only,6.8,5.0,0.0
0,11616,it,5.176725,1983-01-01,0.0,go_for_it,6.8,90.0,0.0
0,170582,en,0.203251,1934-10-22,0.0,great_expectations,3.0,2.0,0.0
0,266108,en,0.007069,1961-02-06,0.0,hand_in_hand,0.0,0.0,0.0
0,163870,ja,0.093914,2012-09-15,0.0,tenchi:_the_samurai_astronomer,0.0,0.0,0.0
0,250798,en,1.103495,2014-01-16,0.0,the_green_prince,7.4,19.0,0.0
0,277846,en,1.682416,2014-06-23,0.0,castles_in_the_sky,5.8,7.0,0.0
117,282297,en,6.213797,2014-07-01,0.0,cowspiracy:_the_sustainability_secret,7.9,119.0,0.0
0,123581,en,0.132019,2013-09-30,0.0,mcconkey,4.5,2.0,0.0
0,253295,en,2.711057,2014-12-31,0.0,manny,6.4,40.0,0.0
0,262088,en,1.209092,2013-11-24,0.0,chocolate_strawberry_vanilla,6.1,9.0,0.0
0,189133,en,0.946415,1976-11-12,0.0,"mayday_at_40,000_feet!",8.0,2.0,0.0
0,146916,en,0.566716,1965-03-24,0.0,bus_riley's_back_in_town,0.0,0.0,0.0
0,198171,en,0.263934,1972-01-01,0.0,mahoney's_last_stand,5.3,2.0,0.0
0,173805,en,0.1223,1971-06-15,0.0,fortune_and_men's_eyes,3.7,3.0,0.0
0,38986,en,0.634612,1984-07-18,0.0,the_party_animal,5.7,5.0,0.0
0,74092,ko,0.806425,2010-02-03,0.0,bleak_night,7.9,14.0,0.0
0,307114,en,0.311614,1972-03-27,0.0,to_encourage_the_others,0.0,0.0,0.0
0,306963,en,1.621875,2014-10-11,0.0,wanderers,7.4,24.0,0.0
6600000,246860,en,8.151346,2014-08-20,1851517.0,clouds_of_sils_maria,6.7,267.0,0.0
15000000,297596,en,14.059259,2014-12-04,0.0,dying_of_the_light,4.5,118.0,0.0
0,100110,en,2.826282,1988-09-09,0.0,survival_quest,5.8,4.0,0.0
0,210908,en,6.007987,2013-10-31,0.0,all_cheerleaders_die,5.1,124.0,0.0
0,47259,en,1.318859,2010-08-28,0.0,cherry_tree_lane,5.1,18.0,0.0
0,262840,en,3.903768,2014-06-06,0.0,wolfcop,5.2,60.0,0.0
0,42057,en,1.513042,2010-05-07,0.0,it's_a_wonderful_afterlife,4.3,9.0,0.0
0,207774,en,4.73755,2013-08-24,0.0,the_borderlands,5.1,82.0,0.0
1550000,193040,en,0.258937,2012-04-29,0.0,slasher_house,5.6,5.0,0.0
3500000,82469,ko,1.782494,2011-11-03,0.0,the_kick,5.1,10.0,0.0
0,52009,en,0.409606,2010-08-13,0.0,norwegian_ninja,3.8,10.0,0.0
0,169310,en,1.12272,2013-09-13,0.0,borrowed_time,5.4,5.0,0.0
0,123107,en,5.28105,2013-10-18,0.0,hellbenders,5.5,23.0,0.0
20000000,181009,zh,5.333347,2013-04-04,0.0,saving_general_yang,6.1,44.0,0.0
0,68590,en,0.723855,1986-12-20,0.0,legacy_of_rage,7.1,4.0,0.0
0,58200,en,1.179286,1990-02-22,0.0,shadowzone,4.4,7.0,0.0
0,57387,fr,0.460063,2010-11-04,0.0,in_your_hands,6.1,8.0,0.0
0,2139,en,0.487831,1975-07-11,0.0,cleopatra_jones_and_the_casino_of_gold,6.7,3.0,0.0
0,151730,en,0.151119,1963-12-31,0.0,eat,5.7,3.0,0.0
0,171357,en,0.018703,2013-02-27,0.0,"jonathan_rosenbaum,_present",0.0,0.0,0.0
0,17135,en,4.759885,1996-01-01,0.0,omega_doom,4.3,20.0,0.0
0,44503,en,0.393037,1964-03-16,0.0,blow_job,3.8,12.0,0.0
0,308792,en,0.00353,2006-01-10,0.0,a_justified_life:_sam_peckinpah_and_the_high_country,0.0,0.0,0.0
0,63194,en,0.124487,1959-01-02,0.0,the_diary_of_an_unknown_soldier,6.7,3.0,0.0
0,46760,en,0.003534,2007-01-01,0.0,float,0.0,0.0,0.0
0,134375,en,4.792279,2012-11-25,0.0,home_alone:_the_holiday_heist,5.3,54.0,0.0
0,37176,ru,0.651047,1982-01-01,0.0,the_pokrovsky_gates,6.5,11.0,0.0
0,100270,es,2.697544,2011-10-07,0.0,game_of_werewolves,6.4,26.0,0.0
0,270005,en,3.660641,2014-09-28,0.0,by_the_gun,4.6,21.0,0.0
0,110552,th,13.517632,2013-10-23,3302463.0,the_protector_2,5.5,57.0,0.0
0,136278,en,2.933201,2012-10-09,0.0,blood,6.0,49.0,0.0
300000,86305,en,1.77348,2011-10-16,0.0,exit_humanity,5.4,32.0,0.0
0,17792,en,2.729521,1991-05-19,0.0,omen_iv:_the_awakening,4.6,37.0,0.0
0,74035,en,0.3808,2008-10-31,0.0,ninjas_vs._zombies,3.6,5.0,0.0
7000000,110402,ru,5.921772,2013-02-27,1310673.0,hard_to_be_a_god,6.7,41.0,0.0
0,255940,en,0.038024,2003-01-01,0.0,in_order_not_to_be_here,8.0,1.0,0.0
0,14228,en,8.261448,2005-08-08,0.0,mortuary,4.0,25.0,0.0
0,39195,en,1.250266,1990-02-23,0.0,spontaneous_combustion,4.6,17.0,0.0
0,78247,en,1.011941,1993-11-09,0.0,night_terrors,4.6,5.0,0.0
0,188832,en,0.41754,2001-01-01,0.0,trance,6.0,1.0,0.0
0,305276,en,1.924119,2014-12-04,0.0,tell,5.4,21.0,0.0
0,190000,de,0.129252,1928-11-09,0.0,in_the_shadow_of_the_machine,7.0,2.0,0.0
5000000,245916,en,13.524048,2014-10-09,2450846.0,kill_the_messenger,6.6,359.0,0.0
0,183412,en,2.366645,2012-10-11,0.0,dead_souls,3.9,21.0,0.0
1059300,241448,fi,0.374601,2013-04-15,0.0,village_people,4.3,2.0,0.0
0,4683,fr,0.326486,1972-09-13,457163.0,a_gorgeous_girl_like_me,7.2,8.0,0.0
0,96011,en,0.374025,2006-06-18,0.0,touch_the_top_of_the_world,6.0,1.0,0.0
0,150108,hi,0.60467,1957-01-01,0.0,travel_beyond_the_three_seas,7.3,3.0,0.0
0,48443,en,0.179142,1934-01-01,0.0,the_hearts_of_age,5.0,5.0,0.0
0,39928,es,0.976804,2005-01-01,0.0,h6:_diary_of_a_serial_killer,5.0,4.0,0.0
0,116762,he,0.728502,1964-01-01,0.0,sallah,7.4,4.0,0.0
0,55322,en,0.511896,2010-10-26,0.0,grant_morrison:__talking_with_gods,5.8,6.0,0.0
0,65275,en,0.147195,2009-02-28,0.0,the_universe_of_keith_haring,5.8,4.0,0.0
0,252511,ja,5.463002,2013-11-16,0.0,the_kingdom_of_dreams_and_madness,7.7,49.0,0.0
0,158483,ja,2.146182,2002-01-01,0.0,mei_and_the_kittenbus,7.3,17.0,0.0
0,23076,it,0.819728,1966-08-28,0.0,"texas,_adios",4.0,4.0,0.0
0,99261,it,0.689476,1978-06-02,0.0,the_bloodstained_shadow,7.3,3.0,0.0
0,46570,it,1.402856,1968-03-28,0.0,"today_we_kill,_tomorrow_we_die!",5.6,12.0,0.0
0,124207,it,0.049057,1983-09-01,0.0,the_devil_and_holy_water,5.0,1.0,0.0
0,89652,it,0.004537,1976-07-24,0.0,colt_38_special_squad,0.0,0.0,0.0
0,42438,it,1.796656,1992-12-19,0.0,ricky_e_barabba,5.7,41.0,0.0
0,99361,de,0.878137,1980-09-19,0.0,six_swedish_girls_at_a_pump,3.7,3.0,0.0
0,96477,en,0.000211,1975-03-27,0.0,killer_cop,0.0,0.0,0.0
0,74018,en,5.899663,2011-09-05,0.0,a_cinderella_story:_once_upon_a_song,6.1,282.0,0.0
0,55689,it,1.67161,1973-09-20,0.0,baba_yaga,5.7,13.0,0.0
0,104866,it,0.224353,1979-01-01,0.0,play_motel,2.0,2.0,0.0
0,3541,it,0.834117,1977-10-29,0.0,the_mad_dog_killer,6.2,7.0,0.0
0,74417,fr,0.049823,1973-11-16,0.0,the_great_kidnapping,10.0,1.0,0.0
0,15261,en,0.252987,2007-12-12,0.0,bring_it_on:_in_it_to_win_it,5.9,114.0,0.0
0,241953,en,0.004454,2007-07-21,0.0,independents,0.0,0.0,0.0
0,58702,it,0.708466,1971-05-24,0.0,between_miracles,5.7,6.0,0.0
0,128555,en,0.000561,1980-01-01,0.0,the_rebel,0.0,0.0,0.0
0,42499,it,0.801941,1971-08-18,0.0,the_night_evelyn_came_out_of_the_grave,6.4,12.0,0.0
0,56971,it,0.32023,2009-03-27,0.0,the_new_monsters_today,3.5,4.0,0.0
0,106970,it,0.000844,1977-07-27,0.0,stunt_squad,8.3,3.0,0.0
0,42441,it,3.003893,1999-10-01,0.0,tifosi,5.1,66.0,0.0
0,38366,it,4.815947,1996-01-01,0.0,the_cyclone,6.6,129.0,0.0
0,121510,it,0.717013,1982-08-01,0.0,il_tifoso_l'arbitro_e_il_calciatore,4.8,6.0,0.0
0,105398,en,0.979431,1977-02-17,0.0,death_steps_in_the_dark,5.0,5.0,0.0
0,28844,it,1.723663,1976-08-06,0.0,"black_emmanuelle,_white_emmanuelle",4.0,4.0,0.0
0,118802,en,0.007963,1977-01-01,0.0,il..._belpaese,6.0,1.0,0.0
0,145677,it,0.68637,1975-09-20,0.0,savage_three,0.0,0.0,0.0
0,260893,en,0.01121,1978-09-07,0.0,l'arma,0.0,0.0,0.0
0,105906,it,0.02553,1977-08-07,0.0,a_man_called_magnum,6.0,2.0,0.0
0,268662,en,0.001202,1967-08-06,0.0,il_fischio_al_naso,0.0,0.0,0.0
0,48935,it,0.009192,1982-03-15,0.0,viuuulentemente_mia,3.4,5.0,0.0
0,78566,fr,0.00068,1977-01-01,0.0,gangsters,0.0,0.0,0.0
0,101231,en,0.00052,1975-10-30,0.0,gente_di_rispetto,0.0,0.0,0.0
0,285423,en,2.095438,2014-08-14,0.0,jarhead_2:_field_of_fire,5.5,74.0,0.0
0,253272,en,5.481206,2014-03-10,0.0,the_mule,6.2,56.0,0.0
0,215016,en,0.560405,1993-07-18,0.0,chantilly_lace,0.0,0.0,0.0
0,69040,en,0.630259,1987-05-01,0.0,shy_people,6.0,4.0,0.0
0,84425,en,0.28812,1976-03-09,0.0,shadows_in_an_empty_room,0.0,0.0,0.0
0,104398,en,0.211812,1940-01-01,0.0,dots,5.2,6.0,0.0
0,247437,en,0.244887,1942-01-01,0.0,hen_hop,6.2,5.0,0.0
0,145337,fr,0.107923,1944-12-31,0.0,rock_the_boat,5.3,3.0,0.0
5000000,289728,en,2.448724,2014-12-02,0.0,jingle_all_the_way_2,4.0,11.0,0.0
4000000,214086,en,2.999052,2013-10-25,350006.0,the_face_of_love,5.9,43.0,0.0
0,43441,en,0.593272,1948-12-25,0.0,every_girl_should_be_married,6.3,6.0,0.0
0,212950,en,0.805255,1952-12-01,0.0,eight_iron_men,8.5,2.0,0.0
0,58414,cn,0.522017,1998-07-01,0.0,a_true_mob_story,7.0,3.0,0.0
0,74071,it,0.979763,1970-05-02,0.0,in_the_folds_of_the_flesh,6.6,4.0,0.0
250000000,122917,en,31.718977,2014-12-10,956019788.0,the_hobbit:_the_battle_of_the_five_armies,7.1,4884.0,0.0
0,40456,en,0.62076,1967-03-25,0.0,the_viking_queen,5.1,5.0,0.0
20000000,273895,en,7.107071,2014-12-25,66787908.0,selma,7.4,835.0,0.0
65000000,227306,en,10.543955,2014-12-25,163442937.0,unbroken,7.3,1437.0,0.0
0,246080,en,9.989679,2014-12-05,1171559.0,black_sea,6.2,410.0,0.0
0,225499,en,0.354228,1946-09-26,0.0,three_wise_fools,5.0,1.0,0.0
0,305127,en,1.199515,2014-11-21,0.0,the_frame,6.5,25.0,0.0
0,40130,it,1.01031,1972-08-18,0.0,the_red_queen_kills_seven_times,7.5,13.0,0.0
5300000,60041,en,7.312595,1987-11-30,0.0,white_mischief,5.8,16.0,0.0
0,112054,en,0.237159,1992-12-02,0.0,beyond_justice,2.3,2.0,0.0
0,18450,fr,2.823599,1975-03-06,0.0,zorro,7.0,17.0,0.0
0,93142,it,0.00363,1974-08-23,0.0,man_without_a_memory,5.9,6.0,0.0
0,96132,en,0.017238,1974-05-29,0.0,three_tough_guys,4.0,1.0,0.0
0,29482,it,0.798926,1971-09-10,0.0,the_bloodstained_butterfly,6.3,10.0,0.0
0,102949,it,0.351634,1969-09-17,0.0,alive_or_preferably_dead,7.0,1.0,0.0
0,105078,it,0.67037,1970-09-04,0.0,death_occurred_last_night,6.0,2.0,0.0
0,98273,it,0.321059,1968-10-29,0.0,the_bastard,0.0,0.0,0.0
0,63260,it,0.812402,1965-12-08,0.0,the_return_of_ringo,7.2,10.0,0.0
0,56431,it,1.492526,1965-05-12,0.0,a_pistol_for_ringo,6.0,12.0,0.0
0,283281,en,0.739498,1963-08-23,0.0,the_scapegoat,0.0,0.0,0.0
0,103678,it,0.70842,1966-05-16,0.0,kiss_kiss..._bang_bang,8.5,3.0,0.0
0,250538,en,10.831362,2014-09-09,0.0,the_good_lie,7.3,210.0,0.0
0,308165,hi,0.914507,2014-12-05,0.0,action_jackson,3.6,8.0,0.0
0,266782,en,1.137949,2013-12-06,0.0,the_improv:_50_years_behind_the_brick_wall,7.5,4.0,0.0
0,298445,en,1.734826,2014-11-04,0.0,i_am_santa_claus,6.3,17.0,0.0
0,240982,en,0.062588,2012-10-12,0.0,"the_missing_piece:_mona_lisa,_her_thief,_the_true_story",7.0,1.0,0.0
0,241574,en,1.211691,1958-08-01,0.0,wild_heritage,5.0,1.0,0.0
0,118134,en,0.833388,1930-11-23,0.0,the_widow_from_chicago,3.3,3.0,0.0
0,304336,en,3.66256,2014-12-05,0.0,lap_dance,4.4,29.0,0.0
0,146121,en,0.020072,1970-10-01,0.0,the_baby_maker,0.0,0.0,0.0
400000,15603,en,0.99099,2003-04-10,7888102.0,fat_pizza,5.7,10.0,0.0
0,22285,en,0.400687,2007-01-01,0.0,good_copy_bad_copy,7.2,8.0,0.0
0,83007,en,0.24036,1981-07-24,0.0,comin'_at_ya!,4.6,4.0,0.0
